"instance","w","h","lots","land_cells","river_cells","preserve_cells","aptitude_classes","connected_components","batch_size","crossover_rate","keep_rate","new_rate","time","generations","seed","num_new_solutions","num_crossovers","num_mutations","num_solutions_explored","generation_best","time_to_best","time_avg","time_std_dev","time_initial","value_best","value_worst","value_avg","value_std_dev","value_initial","max_area_best","max_area_worst","max_area_avg","max_area_std_dev","max_area_initial","min_area_best","min_area_worst","min_area_avg","min_area_std_dev","min_area_initial","rivers_best","rivers_worst","rivers_avg","rivers_std_dev","rivers_initial","river_violations_best","river_violations_worst","river_violations_avg","river_violations_std_dev","river_violations_initial","size_ratio_best","size_ratio_worst","size_ratio_avg","size_ratio_std_dev","size_ratio_initial","convexity_best","convexity_worst","convexity_avg","convexity_std_dev","convexity_initial","num_empty_crossover_lots","num_disconnected_crossover_lots","num_empty_mutation_lots","num_disconnected_mutation_lots"
"200x200k80s45221",200,200,80,37196,2241,563,5,7,256,0,0,1,10.44,50,14033250894399518720,51,0,0,51,21,4.55,0.2,0.01,0.22,8929.6,8929.6,10813.29,2090.37,8728.47,165,165,178.65,40.2,193,1070,1070,1140.02,257.15,1017,4064,4064,7260.73,1886.94,8475,27,27,30.59,3.57,37,6.48,6.48,6.78,2.35,5.27,1.32,1.32,1.32,0.02,1.34,0,0,0,0
"200x200k80s45221",200,200,80,37196,2241,563,5,7,128,0,0,1,20.54,50,1.4033251055912e+19,51,0,0,51,33,14.01,0.4,0.03,0.43,7406,7406,10916.71,2429.77,7242.71,213,213,180.08,52.33,218,837,837,1159.12,303.32,758,2720,2720,6574.24,2350.9,6296,24,24,28.98,3.64,30,3.93,3.93,7.42,4.37,3.48,1.35,1.35,1.37,0.02,1.38,0,0,0,0
"200x200k100s45221",200,200,100,37594,2241,165,5,7,32,0,0,1,128.64,50,14033272946028101632,51,0,0,51,18,48.03,2.52,0.17,2.42,7528.43,7528.43,9458.44,2001.93,8982.34,193,193,137.2,35.52,140,771,771,1034.53,393.76,974,893,893,5713.1,2206.36,4817,27,27,31.88,4.25,31,3.99,3.99,8.4,5.25,6.96,1.4,1.4,1.4,0.02,1.41,0,0,0,0
"200x200k80s45221",200,200,80,37196,2241,563,5,7,1024,0,0,1,4.47,50,14033243600963612672,51,0,0,51,43,3.84,0.09,0,0.08,7736.05,7736.05,9856.54,2103.41,8485.92,93,93,168.59,40.85,90,803,803,1072.8,257.22,730,3308,3308,7633.59,1974.33,8171,20,20,28.06,3.13,31,8.63,8.63,6.96,3.37,8.11,1.22,1.22,1.2,0.01,1.22,0,0,0,0
"200x200k80s45221",200,200,80,37196,2241,563,5,7,512,0,0,1,6.29,50,14033250413842597888,51,0,0,51,31,3.99,0.12,0.01,0.12,7064.27,7064.27,10399.98,2307.26,12306.6,131,131,184.49,52.1,170,855,855,1098.14,235.3,1156,3513,3513,7488.25,2128.44,10074,26,26,30.25,3.08,36,6.53,6.53,7.16,5.46,6.8,1.25,1.25,1.25,0.02,1.3,0,0,0,0
"200x200k80s45221",200,200,80,37196,2241,563,5,7,2048,0,0,1,3.47,50,14033250418653708288,51,0,0,51,3,0.28,0.07,0.01,0.06,7690.65,7690.65,10439.53,2047.57,14947.47,193,193,159.53,50.12,85,899,899,1085.78,246.38,2054,4502,4502,8171.63,1840.98,9003,25,25,27.53,2.45,26,4.66,4.66,7.76,3.82,24.16,1.18,1.18,1.17,0.01,1.18,0,0,0,0
"200x200k80s45221",200,200,80,37196,2241,563,5,7,4096,0,0,1,2.74,50,14033243787485130752,51,0,0,51,18,1.05,0.05,0,0.07,11254.74,11254.74,11551.1,1335.48,10439.39,114,114,127.92,29.09,152,976,976,1106.31,219.61,898,6014,6014,9066.35,1384.9,8008,22,22,27.18,2.39,28,8.56,8.56,9.44,4.71,5.91,1.16,1.16,1.15,0.01,1.15,0,0,0,0
"200x200k80s45221",200,200,80,37196,2241,563,5,7,64,0,0,1,46.88,50,14033243716701698048,51,0,0,51,22,21.1,0.92,0.07,0.88,8087.23,8087.23,11031.44,2158.66,12326.67,228,228,181.63,44.66,162,947,947,1123.51,268.73,1117,1791,1791,6330.29,2927.78,7788,22,22,28,4.28,29,4.15,4.15,6.57,2.14,6.9,1.4,1.4,1.39,0.03,1.34,0,0,0,0
"200x200k60s45221",200,200,60,37196,2241,563,5,7,32,0,0,1,99.42,50,14033249982078365696,51,0,0,51,25,49.51,1.95,0.17,1.79,10109.7,10109.7,15492.57,3567.38,20071.87,324,324,246.37,62.43,263,1032,1032,1543.8,459.05,1683,1283,1283,6299.98,2735.71,6075,17,17,21.47,3.21,22,3.19,3.19,6.89,3.67,6.4,1.48,1.48,1.44,0.04,1.4,0,0,0,0
"300x300k100s94113",300,300,100,81694,8189,117,6,4,256,0,0,1,40.82,50,14033243610518261760,51,0,0,51,17,14.13,0.8,0.06,0.75,15562.6,15562.6,17989.29,3387.14,23677.95,356,356,286.78,66.08,220,1393,1393,1759.51,368.69,2308,7367,7367,13782.33,4135.66,21147,28,28,33.47,3.8,38,3.91,3.91,6.79,4.1,10.49,1.34,1.34,1.35,0.03,1.37,0,0,0,0
"300x300k100s94113",300,300,100,81694,8189,117,6,4,512,0,0,1,21.78,50,14033249982160762880,51,0,0,51,6,2.95,0.43,0.02,0.41,18361.78,18361.78,17460.01,3713.23,21357.39,374,374,307.39,69.18,186,2365,2365,1803.73,370.04,1593,7963,7963,14069.04,3368.32,17125,27,27,33.59,2.72,33,6.32,6.32,6.36,2.77,8.56,1.28,1.28,1.3,0.02,1.31,0,0,0,0
"300x300k100s94113",300,300,100,81694,8189,117,6,4,1024,0,0,1,13.26,50,14033244198536757248,51,0,0,51,26,7.15,0.26,0.02,0.26,16079.5,16079.5,17470.7,3280.97,12680.44,449,449,302.1,86.26,427,1593,1593,1792.43,358.49,1361,8298,8298,15536.94,4064.53,9932,31,31,32.76,2.63,32,3.55,3.55,6.61,2.82,3.19,1.25,1.25,1.25,0.02,1.24,0,0,0,0
"300x300k100s94113",300,300,100,81694,8189,117,6,4,2048,0,0,1,9.67,50,14033243668185251840,51,0,0,51,17,3.43,0.19,0.01,0.19,14315.31,14315.31,18186.22,3067.87,20876.41,146,146,277.47,93.39,278,1546,1546,1952.29,453.81,2134,9526,9526,17516.75,3683.63,21270,29,29,34.8,2.67,33,10.59,10.59,8.33,5.59,7.68,1.21,1.21,1.2,0.01,1.21,0,0,0,0
"300x300k100s94113",300,300,100,81694,8189,117,6,4,4096,0,0,1,7.57,50,14033283841793533952,51,0,0,51,0,0.13,0.15,0.01,0.13,16430.91,16430.91,19650.92,2813.46,16430.91,222,222,213,69.38,222,1458,1458,1938.75,308.46,1458,11650,11650,19417.16,3618.03,11650,31,31,34.94,3.22,31,6.57,6.57,10.93,7.81,6.57,1.16,1.16,1.17,0.01,1.16,0,0,0,0
"200x200k80s45221",200,200,80,37196,2241,563,5,7,32,0,0,1,114.51,50,14033282579625875456,51,0,0,51,45,103.44,2.24,0.17,2.61,10337.7,10337.7,11842.3,2353.05,8987.91,177,177,171.86,45.7,225,1270,1270,1224.98,362.07,1121,1507,1507,6558.78,2666.86,3782,19,19,27.71,3.65,26,7.18,7.18,7.62,3.17,4.98,1.38,1.38,1.42,0.03,1.38,0,0,0,0
"300x300k100s94113",300,300,100,81694,8189,117,6,4,128,0,0,1,88.04,50,14033243606312890368,51,0,0,51,36,64.52,1.73,0.14,1.56,11514.4,11514.4,16863.91,3559.84,18588.36,375,375,301.61,81.45,302,1265,1265,1642.63,343.82,1595,5945,5945,13755.06,3579.27,12643,31,31,33.8,4.23,32,3.37,3.37,6.14,3.27,5.28,1.33,1.33,1.4,0.03,1.47,0,0,0,0
"300x300k20s94113",300,300,20,81694,8189,117,6,4,128,0,0,1,36.85,50,14033244212221079552,51,0,0,51,31,23.97,0.72,0.1,0.72,56651.51,56651.51,83412.85,24159.1,101959.44,2632,2632,2039.69,487.37,1517,7720,7720,7992.92,855.11,7720,8853,8853,19048.82,8040.43,35008,7,7,9.16,1.79,10,2.93,2.93,4.24,1.53,5.09,1.49,1.49,1.5,0.08,1.5,0,0,0,0
"300x300k20s94113",300,300,20,81694,8189,117,6,4,256,0,0,1,19.79,50,14033273028582670336,51,0,0,51,39,15.64,0.39,0.03,0.37,59823.27,59823.27,79285.49,19733.83,78964.63,1987,1987,2054.69,439.24,2361,7720,7720,8075.18,762.64,8303,4589,4589,18285.14,8699.1,13966,3,3,9.25,2.37,11,3.89,3.89,4.21,1.51,3.52,1.28,1.28,1.38,0.05,1.44,0,0,0,0
"300x300k20s94113",300,300,20,81694,8189,117,6,4,512,0,0,1,11.95,50,14042726881464299520,51,0,0,51,35,8.49,0.23,0.02,0.26,54405.79,54405.79,77414.27,16658.2,58416.46,2276,2276,2145.37,465.54,2669,7720,7720,7819.53,341.13,7720,5125,5125,18352.67,7756.54,12688,3,3,9.78,1.96,11,3.39,3.39,3.87,1.07,2.89,1.26,1.26,1.27,0.04,1.2,0,0,0,0
"300x300k20s94113",300,300,20,81694,8189,117,6,4,1024,0,0,1,8.55,50,14033396906303549440,51,0,0,51,33,5.73,0.17,0.01,0.15,73354.07,73354.07,83332.47,16241.22,97883.69,1549,1549,1957.88,532.83,1778,7720,7720,7935.75,497.85,7720,6929,6929,21517.22,7695.83,28118,5,5,9.96,1.97,11,4.98,4.98,4.49,1.77,4.34,1.17,1.17,1.22,0.03,1.25,0,0,0,0
"300x300k20s94113",300,300,20,81694,8189,117,6,4,4096,0,0,1,5.27,50,14042652318974824448,51,0,0,51,18,2.02,0.1,0.01,0.1,100195.97,100195.97,103241.87,19930.06,80928.01,1681,1681,1477.33,517.9,1584,7720,7720,8288.84,1295.51,7720,9738,9738,28082.33,9083.98,21968,5,5,10.27,1.77,11,4.59,4.59,6.58,3.14,4.87,1.2,1.2,1.17,0.02,1.16,0,0,0,0
"300x300k20s94113",300,300,20,81694,8189,117,6,4,2048,0,0,1,6.81,50,14042715208745832448,51,0,0,51,11,1.62,0.13,0.01,0.12,70498.67,70498.67,94944.64,19514.73,100507.18,2016,2016,1785.8,473.83,813,7720,7720,8101.59,872.7,7720,10497,10497,26150.02,7838.7,19165,7,7,10.78,1.62,10,3.83,3.83,5.15,2.94,9.5,1.15,1.15,1.18,0.02,1.18,0,0,0,0
"300x300k20s94113",300,300,20,81694,8189,117,6,4,64,0,0,1,86.43,50,14033272795037831168,51,0,0,51,19,33.07,1.69,0.19,2.03,71742.7,71742.7,81584.78,16361.68,78348.84,1739,1739,2037.94,345.44,1932,7720,7720,8024.33,564.55,7720,7536,7536,18171.84,6412.34,23493,6,6,8.69,1.46,9,4.44,4.44,4.08,0.92,4,1.54,1.54,1.53,0.08,1.54,0,0,0,0
"300x300k40s94113",300,300,40,81694,8189,117,6,4,128,0,0,1,50.95,50,14033257403821651968,51,0,0,51,46,47.14,1,0.09,0.97,29931.22,29931.22,44376.83,11679.78,44615.23,1197,1197,960.14,194.97,895,3603,3603,4361.35,995.7,3518,4776,4776,15859.27,6838.86,21515,12,12,16.76,2.49,18,3.01,3.01,4.82,1.93,3.93,1.55,1.55,1.46,0.06,1.4,0,0,0,0
"300x300k100s94113",300,300,100,81694,8189,117,6,4,64,0,0,1,206.61,50,14033250442381275136,51,0,0,51,34,142.36,4.05,0.3,3.55,13242.36,13242.36,17558.63,3263.72,21751.32,343,343,294.82,83.32,282,1359,1359,1615.47,193.27,1509,6185,6185,12670.76,3846.4,16848,25,25,31.39,3.65,33,3.96,3.96,6.54,5.22,5.35,1.4,1.4,1.43,0.03,1.44,0,0,0,0
"300x300k40s94113",300,300,40,81694,8189,117,6,4,512,0,0,1,14.91,50,14033236784504592384,51,0,0,51,30,9.05,0.29,0.02,0.28,25538.92,25538.92,43013.69,11579.19,40356.06,863,863,893.14,258.8,640,2891,2891,4143.63,1000.96,4015,8275,8275,19366.59,6001.93,26678,11,11,18.12,2.56,21,3.35,3.35,5.57,3.9,6.27,1.35,1.35,1.31,0.04,1.29,0,0,0,0
"300x300k40s94113",300,300,40,81694,8189,117,6,4,256,0,0,1,24.97,50,14032631737145425920,51,0,0,51,17,8.85,0.49,0.04,0.55,55841.49,55841.49,45331.11,10999.41,34051.45,1334,1334,932.75,230.52,942,5155,5155,4342.27,797.81,3718,5634,5634,16885.84,6350.28,14774,15,15,17.59,2.32,16,3.86,3.86,5,1.75,3.95,1.42,1.42,1.4,0.05,1.31,0,0,0,0
